Gene
CAPNS1
CARD10
CARD18
CASK
CAST
CAV1
CCDC102B
CCDC3
CCL2
CCL28
CCL8
CCND1
CCND2
CCNG2
CCNYL1
CD109
CD177
CD19
CD22
CD24
CD276
CD36
CD44
CD46
CDC14B
CDC25B
CDC42EP5
CDH11
CDH26
CDH3
CDHR1
CDKN1A
CDKN2AIP
CDON
CDSN
CEACAM1
CEACAM5
CEACAM6
CEACAM7
CEBPB
CEL
CES2
CGN
CGNL1
CHN1
CHODL
CHP1
CHPT1
CHST2
CHST9
CLCA4
CLDN10
CLDN11
CLDN23
CLDN4
CLDN7
CLDN8
CLEC2B
CLEC7A
CLGN
CLIC4
CLIC6
CLU
CLYBL
CNTN1
CNTNAP2
COBL
COCH
COL11A1
COL12A1
COL13A1
COL15A1
COL16A1
COL17A1
COL18A1
COL1A1
COL1A2
COL27A1
COL3A1
COL4A1
COL4A2
COL4A5
COL4A6
COL5A1
COL5A2
COL5A3
COL6A1
COL6A2
COL6A3
COL7A1
COL8A1
COLCA2
COMP
COPZ2
COX10-AS1
CP
CPEB3
CPPED1
CPXM1
CPXM2
CRACR2A
CREB3L4
CRIP1
CRIP2
CRISP2
CRISP3
CRISPLD2
CRLF1
CRMP1
CRNN
CRTAC1
CRYM
CSRP2
CSTB
CTHRC1
CTSC
CTSK
CTTNBP2
CUX1
CXCL10
CXCL14
CXCL17
CYP26B1
CYP27C1
CYP2E1
CYP2J2
CYP39A1
CYP3A5
CYP4B1
CYP4X1
CYSLTR1
CYSRT1
DBNDD1
DCBLD1
DCUN1D3
DCXR
DDAH1
DDAH2
DDX58
DDX60
DDX60L
DEFB4A
DEFB4B
DEGS1
DEPTOR
DFNA5
DHRS11
DHRS9
DKK3
DLGAP4
DLX1
DLX2
DLX3
DLX5
DMBT1
DNM1
DNM3OS
DNMT3B
DOCK9
DOPEY2
DSC1
DSC2
DSC3
DSEL
DSG1
DTX2
DUSP14
DUSP16
DUSP5
DUXAP10
DUXAP8
ECHDC2
ECM1
EDAR
EDIL3
EGFL6
EGLN3
EHD2
EHD3
EHF
ELAVL2
ELF3
ELOVL6
ELOVL7
EML1
EMP1
EN1
ENAH
ENDOU
ENG
ENPEP
ENPP4
ENPP5
ENTPD1
EPB41L4A-AS1
EPB41L4B
EPHX2
EPPK1
EPS8L1
EPS8L2
EPSTI1
ERO1A
ESPL1
ESYT2
ESYT3
ETHE1
ETNK2
ETV1
EVPL
EYA2
F2R
F2RL1
F2RL2
F3
FA2H
FAAH2
FABP5
FADS1
FAM129B
FAM149A
FAM167A
FAM189A2
FAM20C
FAM214A
FAM221A
FAM3B
FAM3D
FAM43A
FAM65C
FAM69A
FAM83B
FAM84A
FAM84B
FAM89A
FAP
FAR1
FAT1
FBLIM1
FBN2
FBXO32
FBXO34
FBXO45
FCHSD1
FCRL1
FCRL4
FDCSP
FETUB
FEZ1
FGFBP2
FLG-AS1
FLG2
FLJ32255
FLNB
FLRT3
FLVCR2
FMNL2
FMO9P
FN1
FNDC1
FNDC3B
FNDC4
FOLR1
FOXA1
FOXC1
FOXG1
FOXN1
FOXRED2
FPR3
FRAS1
FSCN1
FSTL1
FUT1
FUT2
FUT3
FUT6
GABRE
GABRP
GADD45B
GALE
GALNT10
GALNT12
GALNT18
GALNT5
GALNT7
GAS1
GBP1
GBP6
GCHFR
GCNT2
GCNT3
GDF10
GDPD3
GFRA1
GGH
GGT6
GJA1
GJC1
GLDN
GLI3
GLYATL2
GM2A
GMDS
GNA14
GNAI1
GNB5
GNE
GNG4
GOLGA7B
GOLPH3L
GPD1L
GPNMB
GPR153
GPR160
GPR161
GPR176
GPR18
GPR68
GPRC5A
GPSM1
GPT2
GPX2
GPX8
GRAMD3
GREM1
GREM2
GRIA2
GSTA1
GUCY1B3
GULP1
H2BFS
HAL
HAS3
HAUS7
HBG1
HBG2
HCG22
HCP5
HENMT1
HERC5
HES1
HIST1H2AD
HIST1H2BG
HIST1H2BJ
HIST1H2BK
HIST1H3A
HIST1H3B
HIST1H3C
HIST1H3D
HIST1H3E
HIST1H3F
HIST1H3G
HIST1H3H
HIST1H3I
HIST1H3J
HLCS
HLF
HMCN1
HMGA2
HMGCS2
HOMER3
HOTAIRM1
HOXB7
HOXC6
HOXD10
HPGD
HPSE
HS3ST1
HS6ST2
HSD17B6
HSD3B7
HSPA2
HSPB2
HSPB2-C11orf52
HTATSF1P2
HTRA1
HTRA3
HYAL1
ICA1
ID2
ID2B
ID3
ID4
IFFO2
IFI27
IFI44
IFI44L
IFI6
IFIT1
IFIT3
IFITM1
IFITM2
IGFBP3
IGFBP4
IGFL2
IGHD
IGHM
IGSF3
IKZF2
IL12RB2
IL15RA
IL18
IL1A
IL1R2
IL1RN
IL23A
IL36A
IL36G
IL36RN
IMPA2
INHBA
IQCJ-SCHIP1
IRF7
IRF9
IRS1
IRX4
ISG15
ITCH
ITGA6
ITGB8
ITLN1
JMY
JUP
KCNAB1
KCND3
KCNJ12
KCNJ15
KCNJ18
KCNJ8
KCTD15
KHDC1L
KIAA0232
KIAA1211L
KIAA1324
KIAA1644
KIF26B
KIRREL
KLB
KLF10
KLF3-AS1
KLF7
KLHDC8A
KLK10
KLK14
KLK5
KLK7
KLK8
KLK9
KRT1
KRT10
KRT13
KRT14
KRT16
KRT17
KRT18
KRT19
KRT2
KRT4
KRT6A
KRT6B
KRT6C
KRT7
KRT75
KRT76
KRT78
KRTDAP
KSR1
LAMA3
LAMA4
LAMB1
LAMC2
LAMP3
LAPTM4B
LCE1B
LCE2B
LCE3D
LCN2
LDOC1
LEPR
LEPROT
LEXM
LGALS3
LIFR
LINC00302
LINC00342
LINC00551
LINC00592
LINC00926
LINC00969
LINC01094
LINC01116
LINC01137
LINC01215
LINC01296
LINC01315
LIPG
LIPH
LMO7
LNX1
LOC100130476
LOC100130872
LOC100131262
LOC100505664
LOC100506098
LOC100506974
LOC100507221
LOC100507258
LOC100996643
LOC100996843
LOC101059949
LOC101060632
LOC101927345
LOC101927668
LOC101927705
LOC101928195
LOC101928274
LOC101928277
LOC101928429
LOC101928615
LOC101928830
LOC101928844
LOC101928916
LOC101929219
LOC101930344
LOC101930349
LOC101930400
LOC102723891
LOC102724689
LOC102725051
LOC102725271
LOC102725292
LOC105376081
LOC105377134
LOC105379426
LOC284219
LOC284825
LOC441178
LOR
LOX
LOXL2
LPAR3
LPCAT4
LPIN1
LPO
LRG1
LRMP
LRP12
LRP8
LRRC15
LRRC8D
LRRC8E
LRRK2
LTA4H
LTB4R
LTBP1
LTBP2
LTF
LUM
LURAP1L
LY6G6C
LYPD5
LYVE1
LYZ
MAB21L3
MACC1
MACF1
MAF
MAFB
MAGI3
MAL
MALL
MAMDC2
MAML3
MANSC1
MAOA
MAOB
MAP2
MARCH3
MARVELD1
MB21D2
MBD1
MBOAT1
MCAM
MCTP1
MDFIC
MECOM
MEIS1
MEIS2
MET
MFAP2
MFHAS1
MFRP
MFSD4A
MGLL
MGST2
MICAL2
MINPP1
MIPEPP3
MIR1182
MIR1908
MIR224
MIR31HG
MIR3658
MIR452
MIR4680
MIR6732
MIR6756
MIR6778
MLLT11
MLPH
MMP1
MMP12
MMP2
MMP9
MMRN1
MPC1
MS4A1
MSANTD3
MSANTD3-TMEFF1
MSLN
MSN
MSX1
MTCL1
MTHFD1L
MTMR10
MUC1
MUC20
MUC4
MUC5B
MUC7
MX1
MXD1
MXRA5
MXRA8
MYB
MYCN
MYEF2
MYEOV
MYO10
MYO1B
MYO5A
MYO5B
MYO5C
MYOC
MYRIP
MYZAP
NANOS1
NAPEPLD
NAV1
NAV3
NCEH1
NDE1
NDRG2
NDRG4
NDUFA4L2
NECTIN2
NEDD4L
NEFL
NETO2
NFIA
NHLH2
NID1
NID2
NIPAL4
NKX3-1
NLGN4X
NLRC5
NMB
NME7
NMRAL1P1
NNMT
NOS1
NOVA1
NOX4
NPNT
NR3C2
NRCAM
NREP
NRG1
NRIP1
NRP2
NSG1
NSUN7
NT5C2
NTM
NTN1
NTRK2
NTRK3
NUCB2
NYNRIN
OAS2
OAS3
OASL
OBFC1
OCLN
ODAM
OGFRL1
OLFML2B
OR7E14P
OR7E47P
OSMR
OSR2
P2RX7
P2RY2
P3H2
P4HA2
PADI1
PADI3
PAIP2B
PANX1
PAPLN
PAPSS2
PAQR8
PARD6B
PARP14
PARP9
PAX1
PAX9
PCBP1-AS1
PCDH17
PCDH7
PCDHB10
PCDHB14
PCDHB16
PCDHB9
PDCD4
PDE8A
PDE8B
PDGFRB
PDK1
PDLIM2
PDPN
PECAM1
PEG3
PFN2
PGAP3
PGBD5
PGD
PGF
PGLYRP4
PHACTR4
PHC1
PHLDA1
PHLDB2
PI15
PI3
PIGR
PIP
PITX1
PKIB
PKP1
PKP2
PLA2G3
PLA2G7
PLAC8
PLAT
PLAU
PLAUR
PLCB4
PLCXD1
PLEKHA7
PLEKHG4
PLEKHG6
PLLP
PLOD3
PLPPR4
PLS1
PLVAP
PLXDC1
PMEPA1
PMM1
PNLIPRP3
PNPLA3
POLR3G
POSTN
POU3F1
PP14571
PPARGC1A
PPCDC
PPID
PPIF
PPL
PPP1R14C
PPP1R1B
PPP1R3C
PPP1R9A
PPP2R2C
PPP2R3A
PRB3
PRH1
PRH1-PRR4
PRH2
PRKAA2
PRKAB1
PRKACB
PRKCDBP
PROCR
PROM1
PRR15L
PRR4
PRR9
PRRX1
PRSS12
PRSS23
PRSS27
PRTFDC1
PSCA
PSORS1C2
PTGER3
PTGFR
PTGFRN
PTGS1
PTHLH
PTK6
PTK7
PTN
PTPRD
PTPRZ1
PWWP2B
PXDN
RAB11FIP1
RAB31
RAB32
RAB7B
RALA
RALGPS1
RASAL2
RASEF
RASIP1
RBM20
RBM47
RBP7
RBPMS
RCAN1
RCN3
REEP1
REEP6
RFK
RFTN1
RGS20
RGS3
RGS5
RHCG
RHOD
RHOF
RHPN2
RIMS3
RMND5B
RNASE4
RNF128
RNF168
RNF217
RORC
RPTN
RRAGD
RTP4
S100A12
S100A14
S100A7
S100A7A
S100P
SAMD5
SASH1
SATB2
SCEL
SCGB1A1
SCGB1D2
SCGB2A1
SCGB2A2
SCGB3A1
SCHIP1
SCIN
SCN7A
SCNN1A
SDC4
SDCCAG8
SDPR
SDR9C7
SELE
SELENBP1
SEMA3C
SERPINB1
SERPINB12
SERPINB2
SERPINB3
SERPINB4
SERPINB7
SERPINB8
SERPINE1
SERPINE2
SERPINH1
SESN3
SFRP4
SFTA2
SFXN3
SGCB
SH2D1B
SH3BGRL2
SH3PXD2B
SH3YL1
SHMT1
SHROOM3
SIDT1
SIM2
SIRPA
SLC11A2
SLC13A4
SLC15A1
SLC15A2
SLC16A1
SLC16A6
SLC1A1
SLC25A23
SLC26A2
SLC26A9
SLC27A2
SLC27A6
SLC28A3
SLC2A1
SLC2A12
SLC35C1
SLC37A1
SLC38A5
SLC39A14
SLC39A6
SLC44A1
SLC44A3
SLC47A2
SLC4A4
SLC6A1
SLC6A14
SLC6A4
SLC7A11
SLC7A8
SLC8A1-AS1
SLITRK5
SMAD7
SMAD9
SMAGP
SMIM5
SMOX
SMTN
SNAI2
SNCA
SNCAIP
SNORA68
SNX31
SNX5
SORBS2
SORT1
SOX2
SOX4
SOX9
SPAG1
SPAG16
SPARC
SPIB
SPINK6
SPINT1
SPIRE1
SPNS2
SPON1
SPON2
SPRR2G
SPRR4
SPTLC1
SPTLC3
SQLE
SRPX2
SSFA2
SSTR5-AS1
ST3GAL1
ST3GAL4
ST6GALNAC1
STAT1
STATH
STK39
STON2
STRADB
STRBP
STX17-AS1
STXBP6
SULF1
SUN1
SUOX
SUSD4
SVIP
SYT8
SYTL4
SYTL5
TAB3
TACC1
TAP1
TC2N
TCEA3
TCEAL2
TCL1A
TCP11L2
TEAD4
TENM2
TF
TFF1
TFF3
TGFB1
TGFB3
TGFBI
THBD
THBS1
THBS2
THY1
TICAM1
TIMP2
TJP1
TJP3
TLE2
TLR3
TM4SF1
TMC4
TMCO4
TMEFF1
TMEM120A
TMEM150C
TMEM158
TMEM178A
TMEM200A
TMEM220
TMEM45A
TMEM54
TMEM71
TMEM8A
TMOD3
TMPRSS11B
TMPRSS11E
TMPRSS13
TMPRSS2
TMPRSS4
TNC
TNFAIP1
TNFAIP6
TNFRSF11A
TNS4
TOX3
TP53INP2
TP63
TPBG
TPCN1
TPRG1
TPSAB1
TPST1
TRAM2
TREX2
TRIM2
TRIM6
TRIO
TRIP10
TRNP1
TSHZ3
TSPAN1
TSPAN11
TSPAN13
TSPAN6
TSPAN8
TTC39B
TTC9
TUBB2A
TUBB2B
TWIST2
TYMP
UBE2L6
UBL3
UCK2
UGT1A1
UGT1A10
UGT1A3
UGT1A4
UGT1A5
UGT1A6
UGT1A7
UGT1A8
UGT1A9
UPK1B
UPK3B
USP6NL
VANGL2
VCAN
VGLL1
VIT
VNN1
VNN3
VPS37B
VSIG10
VSIG2
WDR53
WDR66
WFDC1
WFDC12
WFDC2
WFDC21P
WFDC5
WIF1
WISP1
WNK4
WNT5B
WWC1
XAF1
ZAK
ZC3H12A
ZDHHC20
ZG16B
ZIC2
ZNF101
ZNF519
ZNF532
ZNF823
ZNF844
ZNF92
ZNRF1
ZSCAN18
ZSCAN31
